"Job Title","Date","float_Billable_Hours","Capacity"
"Sr. Consultant  -  Business Intelligence (DDS)",2021-03-26,1.5,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-26,12.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-03-26,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-03-26,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-03-26,20,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-03-26,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-03-26,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-03-26,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-03-26,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-03-26,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-26,5.5,8
"Technical Writer  -  Business Applications (DDS)",2021-03-26,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-03-26,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-03-27,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-27,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-03-27,0,40
"Business Analyst  -  Business Applications (DDS)",2021-03-27,0,8
"Data Architect  -  Data Architecture (DDS)",2021-03-27,0,32
"Data Engineer  -  Data Architecture (DDS)",2021-03-27,0,88
"Data Science Team Lead  -  Data Science (DDS)",2021-03-27,0,8
"Data Scientist  -  Data Science (DDS)",2021-03-27,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-03-27,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-03-27,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-03-27,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-03-27,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-03-27,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-27,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-03-27,0,8
"QA Engineer  -  Business Applications (DDS)",2021-03-27,0,24
"Quality Engineer  -  Business Applications (DDS)",2021-03-27,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-03-27,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-03-27,0,8
"Software Developer  -  Business Applications (DDS)",2021-03-27,0,32
"Software Engineer  -  Business Applications (DDS)",2021-03-27,0,24
"Sr. Consultant  -  Business Applications (DDS)",2021-03-27,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-03-27,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-27,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-03-27,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-03-27,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-03-27,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-03-27,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-03-27,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-03-27,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-03-27,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-03-27,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-27,0,8
"Technical Writer  -  Business Applications (DDS)",2021-03-27,0,8
"Web Developer  -  Business Applications (DDS)",2021-03-27,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-03-28,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-28,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-03-28,0,40
"Business Analyst  -  Business Applications (DDS)",2021-03-28,0,8
"Data Architect  -  Data Architecture (DDS)",2021-03-28,0,32
"Data Engineer  -  Data Architecture (DDS)",2021-03-28,0,88
"Data Science Team Lead  -  Data Science (DDS)",2021-03-28,0,8
"Data Scientist  -  Data Science (DDS)",2021-03-28,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-03-28,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-03-28,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-03-28,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-03-28,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-03-28,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-28,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-03-28,0,8
"QA Engineer  -  Business Applications (DDS)",2021-03-28,0,24
"Quality Engineer  -  Business Applications (DDS)",2021-03-28,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-03-28,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-03-28,0,8
"Software Developer  -  Business Applications (DDS)",2021-03-28,0,32
"Software Engineer  -  Business Applications (DDS)",2021-03-28,0,24
"Sr. Consultant  -  Business Applications (DDS)",2021-03-28,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-03-28,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-28,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-03-28,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-03-28,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-03-28,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-03-28,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-03-28,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-03-28,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-03-28,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-03-28,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-28,0,8
"Technical Writer  -  Business Applications (DDS)",2021-03-28,0,8
"Web Developer  -  Business Applications (DDS)",2021-03-28,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-03-29,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-29,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-03-29,18,40
"Business Analyst  -  Business Applications (DDS)",2021-03-29,8,8
"Data Architect  -  Data Architecture (DDS)",2021-03-29,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-03-29,43,88
"Data Science Team Lead  -  Data Science (DDS)",2021-03-29,0.5,8
"Data Scientist  -  Data Science (DDS)",2021-03-29,22.5,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-03-29,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-03-29,3.5,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-03-29,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-03-29,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-03-29,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-29,8,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-03-29,2,8
"QA Engineer  -  Business Applications (DDS)",2021-03-29,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-03-29,8,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-03-29,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-03-29,0,8
"Software Developer  -  Business Applications (DDS)",2021-03-29,32,32
"Software Engineer  -  Business Applications (DDS)",2021-03-29,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-03-29,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-03-29,1.5,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-29,12.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-03-29,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-03-29,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-03-29,20,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-03-29,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-03-29,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-03-29,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-03-29,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-03-29,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-29,7,8
"Technical Writer  -  Business Applications (DDS)",2021-03-29,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-03-29,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-03-30,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-30,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-03-30,18,40
"Business Analyst  -  Business Applications (DDS)",2021-03-30,8,8
"Data Architect  -  Data Architecture (DDS)",2021-03-30,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-03-30,43,88
"Data Science Team Lead  -  Data Science (DDS)",2021-03-30,0.5,8
"Data Scientist  -  Data Science (DDS)",2021-03-30,22.5,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-03-30,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-03-30,3.5,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-03-30,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-03-30,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-03-30,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-30,8,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-03-30,2,8
"QA Engineer  -  Business Applications (DDS)",2021-03-30,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-03-30,8,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-03-30,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-03-30,0,8
"Software Developer  -  Business Applications (DDS)",2021-03-30,32,32
"Software Engineer  -  Business Applications (DDS)",2021-03-30,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-03-30,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-03-30,1.5,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-30,12.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-03-30,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-03-30,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-03-30,20,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-03-30,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-03-30,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-03-30,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-03-30,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-03-30,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-30,7,8
"Technical Writer  -  Business Applications (DDS)",2021-03-30,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-03-30,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-03-31,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-31,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-03-31,18,40
"Business Analyst  -  Business Applications (DDS)",2021-03-31,8,8
"Data Architect  -  Data Architecture (DDS)",2021-03-31,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-03-31,43,88
"Data Science Team Lead  -  Data Science (DDS)",2021-03-31,0.5,8
"Data Scientist  -  Data Science (DDS)",2021-03-31,22.5,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-03-31,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-03-31,3.5,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-03-31,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-03-31,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-03-31,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-31,6.25,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-03-31,2,8
"QA Engineer  -  Business Applications (DDS)",2021-03-31,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-03-31,8,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-03-31,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-03-31,0,8
"Software Developer  -  Business Applications (DDS)",2021-03-31,32,32
"Software Engineer  -  Business Applications (DDS)",2021-03-31,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-03-31,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-03-31,1.5,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-03-31,12.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-03-31,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-03-31,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-03-31,20,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-03-31,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-03-31,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-03-31,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-03-31,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-03-31,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-03-31,7,8
"Technical Writer  -  Business Applications (DDS)",2021-03-31,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-03-31,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-01,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-01,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-01,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-01,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-01,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-01,43,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-01,0.5,8
"Data Scientist  -  Data Science (DDS)",2021-04-01,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-01,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-01,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-01,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-01,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-01,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-01,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-01,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-01,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-01,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-01,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-01,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-01,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-01,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-01,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-01,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-01,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-01,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-01,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-01,20,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-01,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-01,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-01,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-01,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-01,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-01,5.5,8
"Technical Writer  -  Business Applications (DDS)",2021-04-01,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-01,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-02,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-02,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-02,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-02,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-02,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-02,43,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-02,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-02,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-02,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-02,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-02,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-02,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-02,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-02,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-02,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-02,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-02,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-02,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-02,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-02,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-02,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-02,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-02,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-02,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-02,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-02,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-02,20,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-02,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-02,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-02,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-02,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-02,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-02,5.5,8
"Technical Writer  -  Business Applications (DDS)",2021-04-02,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-02,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-03,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-03,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-03,0,40
"Business Analyst  -  Business Applications (DDS)",2021-04-03,0,8
"Data Architect  -  Data Architecture (DDS)",2021-04-03,0,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-03,0,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-03,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-03,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-03,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-03,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-03,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-03,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-03,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-03,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-03,0,8
"QA Engineer  -  Business Applications (DDS)",2021-04-03,0,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-03,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-03,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-03,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-03,0,32
"Software Engineer  -  Business Applications (DDS)",2021-04-03,0,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-03,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-03,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-03,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-03,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-03,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-03,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-03,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-03,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-03,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-03,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-03,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-03,0,8
"Technical Writer  -  Business Applications (DDS)",2021-04-03,0,8
"Web Developer  -  Business Applications (DDS)",2021-04-03,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-04,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-04,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-04,0,40
"Business Analyst  -  Business Applications (DDS)",2021-04-04,0,8
"Data Architect  -  Data Architecture (DDS)",2021-04-04,0,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-04,0,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-04,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-04,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-04,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-04,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-04,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-04,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-04,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-04,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-04,0,8
"QA Engineer  -  Business Applications (DDS)",2021-04-04,0,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-04,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-04,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-04,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-04,0,32
"Software Engineer  -  Business Applications (DDS)",2021-04-04,0,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-04,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-04,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-04,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-04,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-04,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-04,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-04,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-04,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-04,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-04,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-04,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-04,0,8
"Technical Writer  -  Business Applications (DDS)",2021-04-04,0,8
"Web Developer  -  Business Applications (DDS)",2021-04-04,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-05,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-05,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-05,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-05,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-05,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-05,45,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-05,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-05,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-05,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-05,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-05,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-05,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-05,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-05,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-05,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-05,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-05,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-05,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-05,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-05,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-05,16,24
"Sr. Consultant  -  Business Applications (DDS)",2021-04-05,4,8
"Sr. Consultant  -  Business Intelligence (DDS)",2021-04-05,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-05,11.5,16
"Sr. Consultant  -  Data Architecture (DDS)",2021-04-05,2.5,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2021-04-05,9,8
"Sr. Data Scientist  -  Data Science (DDS)",2021-04-05,12,24
"Sr. Software Architect  -  Business Applications (DDS)",2021-04-05,8,16
"Sr. Software Developer  -  Business Applications (DDS)",2021-04-05,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2021-04-05,16,24
"Tableau Developer  -  Business Intelligence (DDS)",2021-04-05,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2021-04-05,7.75,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-05,4,8
"Technical Writer  -  Business Applications (DDS)",2021-04-05,0.5,8
"Web Developer  -  Business Applications (DDS)",2021-04-05,9.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2021-04-06,8.5,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2021-04-06,6.5,8
"BI  Consultant  -  Business Intelligence (DDS)",2021-04-06,18,40
"Business Analyst  -  Business Applications (DDS)",2021-04-06,8,8
"Data Architect  -  Data Architecture (DDS)",2021-04-06,23.75,32
"Data Engineer  -  Data Architecture (DDS)",2021-04-06,45,88
"Data Science Team Lead  -  Data Science (DDS)",2021-04-06,0,8
"Data Scientist  -  Data Science (DDS)",2021-04-06,21,48
"Jr. Data Analyst  -  Data Science (DDS)",2021-04-06,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2021-04-06,3,16
"Jr. Software Developer  -  Business Applications (DDS)",2021-04-06,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2021-04-06,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2021-04-06,8,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2021-04-06,5.75,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2021-04-06,2,8
"QA Engineer  -  Business Applications (DDS)",2021-04-06,23.5,24
"Quality Engineer  -  Business Applications (DDS)",2021-04-06,4,16
"Senior BI Developer  -  Business Intelligence (DDS)",2021-04-06,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2021-04-06,0,8
"Software Developer  -  Business Applications (DDS)",2021-04-06,32,32
"Software Engineer  -  Business Applications (DDS)",2021-04-06,16,24
